  255.14      69.70395 8.952666391e+12
  255.15      69.68668 8.950712893e+12
  255.16      70.38752 9.041137893e+12
  255.17      69.27178 8.898284093e+12
  255.18      69.60364 8.941374276e+12
  255.19      74.15532 9.526513238e+12
  255.20      80.91190 1.039497324e+13
  255.21      86.49141 1.111222334e+13
  255.22      90.20848 1.159018421e+13
  255.23      91.48079 1.175413850e+13
  255.24      96.28511 1.237198360e+13
  255.25     103.47661 1.329647321e+13
  255.26     108.97688 1.400365489e+13
  255.27     107.87789 1.386282693e+13
  255.28     109.24879 1.403946376e+13
  255.29     106.84165 1.373051866e+13
  255.30     100.93069 1.297124478e+13
  255.31      93.59306 1.202863997e+13
  255.32      88.84924 1.141938795e+13
  255.33      85.97409 1.105027033e+13
  255.34      82.02142 1.054262008e+13
  255.35      74.95293 9.634502935e+12
  255.36      67.43870 8.669004562e+12
  255.37      62.11823 7.985469850e+12
  255.38      63.01977 8.101761122e+12
  255.39      64.29742 8.266552181e+12
  255.40      67.10449 8.627861062e+12
  255.41      70.64716 9.083671282e+12
  255.42      75.75957 9.741393723e+12
  255.43      81.72935 1.050949976e+13
  255.44      87.11322 1.120230022e+13
  255.45      92.25343 1.186374091e+13
  255.46      95.65749 1.230187685e+13
  255.47     102.71460 1.320985664e+13
  255.48     107.21775 1.378939096e+13
  255.49     105.61524 1.358365406e+13
  255.50     103.17319 1.327007216e+13
  255.51     103.17580 1.327089949e+13
  255.52     101.95185 1.311384692e+13
  255.53      98.80233 1.270915740e+13
  255.54      92.91921 1.195286043e+13
  255.55      86.76844 1.116207999e+13
  255.56      81.67588 1.050737954e+13
  255.57      78.23957 1.006567319e+13
  255.58      72.09702 9.275833319e+12
  255.59      68.77687 8.849089102e+12
  255.60      71.15424 9.155371860e+12
  255.61      70.87490 9.119853445e+12
  255.62      71.23868 9.167171486e+12
  255.63      74.24200 9.554078204e+12
  255.64      78.35487 1.008382299e+13
  255.65      79.78225 1.026789212e+13
  255.66      81.41202 1.047799110e+13
  255.67      84.23004 1.084106473e+13
  255.68      85.14159 1.095870238e+13
  255.69      89.01594 1.145777003e+13
  255.70      91.02789 1.171714159e+13
  255.71      88.49236 1.139114456e+13
  255.72      86.94378 1.119218251e+13
  255.73      83.29741 1.072318277e+13
  255.74      78.58195 1.011651130e+13
  255.75      71.98974 9.268200735e+12
  255.76      69.74122 8.979055903e+12
  255.77      67.86109 8.737328202e+12
  255.78      66.04416 8.503797219e+12
